E280 1160 6000 0207 1144 9CC2;1614875582709609
5050 1FB3 A6A6 5E8B A6A6 0000;1614875582721336
E280 1160 6000 0207 1144 D822;1614875582731721
E280 1160 6000 0207 1144 9CA2;1614875582767228
E280 1160 6000 0207 1144 9CE2;1614875582815232
E280 1160 6000 0207 1144 D802;1614875582819423
E280 1160 6000 0207 1144 9CB2;1614875582821382
E280 1160 6000 0207 1144 9CC2;1614875582837054
5050 1FB3 A6A6 5E8B A6A6 0000;1614875582843639
ABBA 1234 5700 0000 0000 0002;1614875582874274
E280 1160 6000 0207 1144 D822;1614875582884515
E280 1160 6000 0207 1144 9CD2;1614875582891260
E280 1160 6000 0207 1144 9CF2;1614875582899989
E280 1160 6000 0207 1144 9CB2;1614875582986825
E280 1160 6000 0207 1144 D802;1614875582988376
E280 1160 6000 0207 1144 9CE2;1614875582997190
E280 1160 6000 0207 1144 9CC2;1614875583022627
E280 1160 6000 0207 1144 9CD2;1614875583030872
ABBA 1234 5700 0000 0000 0002;1614875583035323
E280 1160 6000 0207 1144 9CF2;1614875583038531
5050 1FB3 A6A6 5E8B A6A6 0000;1614875583052297
E280 1160 6000 0207 1144 D822;1614875583071806
E280 1160 6000 0207 1144 9CE2;1614875583141017
E280 1160 6000 0207 1144 D802;1614875583144699
E280 1160 6000 0207 1144 9CF2;1614875583179286
E280 1160 6000 0207 1144 D822;1614875583182353
ABBA 1234 5700 0000 0000 0002;1614875583193102
E280 1160 6000 0207 1144 9CC2;1614875583196803
5050 1FB3 A6A6 5E8B A6A6 0000;1614875583202404
E280 1160 6000 0207 1144 9CD2;1614875583206101
E280 1160 6000 0207 1144 9CE2;1614875583316844
E280 1160 6000 0207 1144 9CB2;1614875583319869
E280 1160 6000 0207 1144 D802;1614875583320968
E280 1160 6000 0207 1144 9CA2;1614875583334581
E280 1160 6000 0207 1144 9CC2;1614875583346670
ABBA 1234 5700 0000 0000 0002;1614875583379814
E280 1160 6000 0207 1144 9CD2;1614875583388152
5050 1FB3 A6A6 5E8B A6A6 0000;1614875583394473
E280 1160 6000 0207 1144 9CF2;1614875583427769
E280 1160 6000 0207 1144 D822;1614875583460454
E280 1160 6000 0207 1144 9CE2;1614875583509137
E280 1160 6000 0207 1144 9CB2;1614875583511725
E280 1160 6000 0207 1144 D802;1614875583518611
E280 1160 6000 0207 1144 9CC2;1614875583545196
E280 1160 6000 0207 1144 9CA2;1614875583550408
E280 1160 6000 0207 1144 9CD2;1614875583555676
5050 1FB3 A6A6 5E8B A6A6 0000;1614875583574792
E280 1160 6000 0207 1144 9CF2;1614875583584040
E280 1160 6000 0207 1144 D822;1614875583598665
ABBA 1234 5700 0000 0000 0002;1614875583621871
E280 1160 6000 0207 1144 9CB2;1614875583708754
E280 1160 6000 0207 1144 9CA2;1614875583710077
E280 1160 6000 0207 1144 9CE2;1614875583713965
E280 1160 6000 0207 1144 D802;1614875583715049
E280 1160 6000 0207 1144 9CD2;1614875583749609
5050 1FB3 A6A6 5E8B A6A6 0000;1614875583757171
E280 1160 6000 0207 1144 D822;1614875583762355
E280 1160 6000 0207 1144 9CC2;1614875583766146
E280 1160 6000 0207 1144 9CF2;1614875583772911
ABBA 1234 5700 0000 0000 0002;1614875583781357
E280 1160 6000 0207 1144 9CB2;1614875583852354
E280 1160 6000 0207 1144 D802;1614875583853380
E280 1160 6000 0207 1144 9CA2;1614875583856066
E280 1160 6000 0207 1144 9CE2;1614875583857841
E280 1160 6000 0207 1144 9CA2;1614875583861187
E280 1160 6000 0207 1144 9CC2;1614875583883399
E280 1160 6000 0207 1144 9CD2;1614875583915598
5050 1FB3 A6A6 5E8B A6A6 0000;1614875583919493
E280 1160 6000 0207 1144 9CF2;1614875583925127
E280 1160 6000 0207 1144 D822;1614875583931168
ABBA 1234 5700 0000 0000 0002;1614875583947457
E280 1160 6000 0207 1144 9CE2;1614875584045149
E280 1160 6000 0207 1144 9CB2;1614875584047429
E280 1160 6000 0207 1144 D802;1614875584048559
E280 1160 6000 0207 1144 9CC2;1614875584074199
5050 1FB3 A6A6 5E8B A6A6 0000;1614875584084272
ABBA 1234 5700 0000 0000 0002;1614875584089953
E280 1160 6000 0207 1144 9CD2;1614875584098112
E280 1160 6000 0207 1144 9CF2;1614875584103773
E280 1160 6000 0207 1144 D822;1614875584132567
E280 1160 6000 0207 1144 9CB2;1614875584195253
E280 1160 6000 0207 1144 D802;1614875584200277
E280 1160 6000 0207 1144 9CE2;1614875584213303
E280 1160 6000 0207 1144 9CC2;1614875584227335
ABBA 1234 5700 0000 0000 0002;1614875584232213
E280 1160 6000 0207 1144 9CF2;1614875584242878
E280 1160 6000 0207 1144 9CD2;1614875584246719
E280 1160 6000 0207 1144 D822;1614875584257478
5050 1FB3 A6A6 5E8B A6A6 0000;1614875584280142
E280 1160 6000 0207 1144 9CC2;1614875584368617
E280 1160 6000 0207 1144 9CB2;1614875584371209
E280 1160 6000 0207 1144 D802;1614875584373652
E280 1160 6000 0207 1144 9CE2;1614875584381940
E280 1160 6000 0207 1144 9CA2;1614875584383891
5050 1FB3 A6A6 5E8B A6A6 0000;1614875584413894
ABBA 1234 5700 0000 0000 0002;1614875584424962
E280 1160 6000 0207 1144 9CD2;1614875584428282
E280 1160 6000 0207 1144 9CF2;1614875584449948
E280 1160 6000 0207 1144 D822;1614875584462877
E280 1160 6000 0207 1144 9CB2;1614875584518949
E280 1160 6000 0207 1144 D802;1614875584521354
E280 1160 6000 0207 1144 9CE2;1614875584552161
E280 1160 6000 0207 1144 9CC2;1614875584563153
5050 1FB3 A6A6 5E8B A6A6 0000;1614875584572486
ABBA 1234 5700 0000 0000 0002;1614875584575532
E280 1160 6000 0207 1144 D822;1614875584580435
E280 1160 6000 0207 1144 9CF2;1614875584583614
E280 1160 6000 0207 1144 9CD2;1614875584588676
E280 1160 6000 0207 1144 9CA2;1614875584636354
E280 1160 6000 0207 1144 9CB2;1614875584718623
E280 1160 6000 0207 1144 D802;1614875584720647
E280 1160 6000 0207 1144 9CE2;1614875584723069
5050 1FB3 A6A6 5E8B A6A6 0000;1614875584746957
E280 1160 6000 0207 1144 9CD2;1614875584758203
E280 1160 6000 0207 1144 9CC2;1614875584763397
E280 1160 6000 0207 1144 D822;1614875584768146
E280 1160 6000 0207 1144 9CF2;1614875584771438
ABBA 1234 5700 0000 0000 0002;1614875584798672
E280 1160 6000 0207 1144 9CE2;1614875584851915
E280 1160 6000 0207 1144 D802;1614875584853254
E280 1160 6000 0207 1144 9CB2;1614875584859081
E280 1160 6000 0207 1144 9CC2;1614875584871258
E280 1160 6000 0207 1144 9CF2;1614875584883773
E280 1160 6000 0207 1144 9CD2;1614875584895527
5050 1FB3 A6A6 5E8B A6A6 0000;1614875584898703
E280 1160 6000 0207 1144 D822;1614875584916112
ABBA 1234 5700 0000 0000 0002;1614875584935516
E280 1160 6000 0207 1144 9CB2;1614875585016505
E280 1160 6000 0207 1144 D802;1614875585021754
E280 1160 6000 0207 1144 9CE2;1614875585031247
E280 1160 6000 0207 1144 9CF2;1614875585057348
E280 1160 6000 0207 1144 9CC2;1614875585066189
5050 1FB3 A6A6 5E8B A6A6 0000;1614875585071700
E280 1160 6000 0207 1144 9CD2;1614875585077990
E280 1160 6000 0207 1144 D822;1614875585082246
ABBA 1234 5700 0000 0000 0002;1614875585087673
E280 1160 6000 0207 1144 D802;1614875585272079
E280 1160 6000 0207 1144 9CB2;1614875585274977
E280 1160 6000 0207 1144 9CE2;1614875585284400
E280 1160 6000 0207 1144 9CD2;1614875585313371
ABBA 1234 5700 0000 0000 0002;1614875585318231
E280 1160 6000 0207 1144 9CF2;1614875585329799
5050 1FB3 A6A6 5E8B A6A6 0000;1614875585332988
E280 1160 6000 0207 1144 9CC2;1614875585336172
E280 1160 6000 0207 1144 D822;1614875585374784
E280 1160 6000 0207 1144 9CB2;1614875585454387
E280 1160 6000 0207 1144 9CA2;1614875585455472
E280 1160 6000 0207 1144 9CE2;1614875585458643
E280 1160 6000 0207 1144 D802;1614875585462026
E280 1160 6000 0207 1144 9CC2;1614875585487850
5050 1FB3 A6A6 5E8B A6A6 0000;1614875585498691
ABBA 1234 5700 0000 0000 0002;1614875585506790
E280 1160 6000 0207 1144 9CD2;1614875585510749
E280 1160 6000 0207 1144 9CF2;1614875585516502
E280 1160 6000 0207 1144 D822;1614875585523672
E280 1160 6000 0207 1144 9CE2;1614875585604435
E280 1160 6000 0207 1144 9CB2;1614875585605808
E280 1160 6000 0207 1144 D802;1614875585612504
E280 1160 6000 0207 1144 9CA2;1614875585613591
E280 1160 6000 0207 1144 9CA2;1614875585636599
E280 1160 6000 0207 1144 9CC2;1614875585639405
E280 1160 6000 0207 1144 9CA2;1614875585646017
E280 1160 6000 0207 1144 9CF2;1614875585660571
E280 1160 6000 0207 1144 9CD2;1614875585665064
5050 1FB3 A6A6 5E8B A6A6 0000;1614875585668252
E280 1160 6000 0207 1144 D822;1614875585673656
ABBA 1234 5700 0000 0000 0002;1614875585687716
E280 1160 6000 0207 1144 D802;1614875585785541
E280 1160 6000 0207 1144 9CA2;1614875585787377
E280 1160 6000 0207 1144 9CB2;1614875585789550
E280 1160 6000 0207 1144 9CE2;1614875585793234
5050 1FB3 A6A6 5E8B A6A6 0000;1614875585826327
E280 1160 6000 0207 1144 9CD2;1614875585832572
E280 1160 6000 0207 1144 9CF2;1614875585842626
E280 1160 6000 0207 1144 D822;1614875585848989
E280 1160 6000 0207 1144 9CC2;1614875585859010
ABBA 1234 5700 0000 0000 0002;1614875585885049
E280 1160 6000 0207 1144 9CA2;1614875585939399
E280 1160 6000 0207 1144 9CB2;1614875585940461
E280 1160 6000 0207 1144 9CE2;1614875585941592
E280 1160 6000 0207 1144 D802;1614875585944767
E280 1160 6000 0207 1144 9CA2;1614875585952573
E280 1160 6000 0207 1144 9CC2;1614875585954074
5050 1FB3 A6A6 5E8B A6A6 0000;1614875585978113
E280 1160 6000 0207 1144 D822;1614875585987694
E280 1160 6000 0207 1144 9CD2;1614875585990801
ABBA 1234 5700 0000 0000 0002;1614875585996398
E280 1160 6000 0207 1144 9CF2;1614875586000239
E280 1160 6000 0207 1144 9CB2;1614875586109339
E280 1160 6000 0207 1144 D802;1614875586113167
E280 1160 6000 0207 1144 9CE2;1614875586118044
5050 1FB3 A6A6 5E8B A6A6 0000;1614875586154597
E280 1160 6000 0207 1144 9CC2;1614875586159168
E280 1160 6000 0207 1144 9CF2;1614875586174961
ABBA 1234 5700 0000 0000 0002;1614875586177975
E280 1160 6000 0207 1144 9CD2;1614875586182368
E280 1160 6000 0207 1144 D822;1614875586187797
E280 1160 6000 0207 1144 9CE2;1614875586265779
E280 1160 6000 0207 1144 D802;1614875586270523
E280 1160 6000 0207 1144 9CB2;1614875586272893
5050 1FB3 A6A6 5E8B A6A6 0000;1614875586314302
E280 1160 6000 0207 1144 9CC2;1614875586321318
ABBA 1234 5700 0000 0000 0002;1614875586336208
E280 1160 6000 0207 1144 D822;1614875586341586
E280 1160 6000 0207 1144 9CD2;1614875586356137
E280 1160 6000 0207 1144 9CF2;1614875586361870
E280 1160 6000 0207 1144 9CB2;1614875586473059
E280 1160 6000 0207 1144 9CE2;1614875586474526
E280 1160 6000 0207 1144 D802;1614875586476215
E280 1160 6000 0207 1144 9CC2;1614875586496200
E280 1160 6000 0207 1144 9CD2;1614875586522177
E280 1160 6000 0207 1144 9CF2;1614875586528693
E280 1160 6000 0207 1144 D822;1614875586534652
ABBA 1234 5700 0000 0000 0002;1614875586537847
5050 1FB3 A6A6 5E8B A6A6 0000;1614875586557710
E280 1160 6000 0207 1144 9CA2;1614875586577783
E280 1160 6000 0207 1144 D802;1614875586633527
E280 1160 6000 0207 1144 9CB2;1614875586635294
5050 1FB3 A6A6 5E8B A6A6 0000;1614875586659035
ABBA 1234 5700 0000 0000 0002;1614875586676193
E280 1160 6000 0207 1144 9CD2;1614875586682658
E280 1160 6000 0207 1144 D822;1614875586694490
E280 1160 6000 0207 1144 9CA2;1614875586707925
E280 1160 6000 0207 1144 9CF2;1614875586720070
E280 1160 6000 0207 1144 D802;1614875586807536
E280 1160 6000 0207 1144 9CB2;1614875586808880
E280 1160 6000 0207 1144 9CE2;1614875586829383
ABBA 1234 5700 0000 0000 0002;1614875586850732
E280 1160 6000 0207 1144 9CD2;1614875586858223
E280 1160 6000 0207 1144 D822;1614875586865623
E280 1160 6000 0207 1144 9CF2;1614875586872377
E280 1160 6000 0207 1144 9CC2;1614875586878715
5050 1FB3 A6A6 5E8B A6A6 0000;1614875586882485
E280 1160 6000 0207 1144 9CA2;1614875586908935
E280 1160 6000 0207 1144 9CE2;1614875586972258
E280 1160 6000 0207 1144 9CC2;1614875586973576
E280 1160 6000 0207 1144 9CB2;1614875586978007
E280 1160 6000 0207 1144 D802;1614875586979613
5050 1FB3 A6A6 5E8B A6A6 0000;1614875587013047
E280 1160 6000 0207 1144 9CF2;1614875587019165
E280 1160 6000 0207 1144 9CD2;1614875587027272
E280 1160 6000 0207 1144 D822;1614875587046891
E280 1160 6000 0207 1144 9CA2;1614875587053469
ABBA 1234 5700 0000 0000 0002;1614875587062679
E280 1160 6000 0207 1144 9CB2;1614875587150491
E280 1160 6000 0207 1144 D802;1614875587154830
E280 1160 6000 0207 1144 9CE2;1614875587168111
ABBA 1234 5700 0000 0000 0002;1614875587203079
E280 1160 6000 0207 1144 9CD2;1614875587206810
E280 1160 6000 0207 1144 9CC2;1614875587216334
5050 1FB3 A6A6 5E8B A6A6 0000;1614875587219504
E280 1160 6000 0207 1144 9CF2;1614875587237324
E280 1160 6000 0207 1144 9CA2;1614875587257609
E280 1160 6000 0207 1144 D822;1614875587264988
E280 1160 6000 0207 1144 D802;1614875587330212
E280 1160 6000 0207 1144 9CB2;1614875587333130
E280 1160 6000 0207 1144 9CE2;1614875587334458
E280 1160 6000 0207 1144 9CD2;1614875587351749
E280 1160 6000 0207 1144 9CF2;1614875587379425
5050 1FB3 A6A6 5E8B A6A6 0000;1614875587382612
ABBA 1234 5700 0000 0000 0002;1614875587385810
E280 1160 6000 0207 1144 D822;1614875587394327
E280 1160 6000 0207 1144 D802;1614875587503693
E280 1160 6000 0207 1144 9CB2;1614875587506601
E280 1160 6000 0207 1144 9CE2;1614875587510624
E280 1160 6000 0207 1144 9CA2;1614875587512018
E280 1160 6000 0207 1144 9CA2;1614875587518709
E280 1160 6000 0207 1144 9CA2;1614875587523170
E280 1160 6000 0207 1144 9CC2;1614875587558328
ABBA 1234 5700 0000 0000 0002;1614875587562714
E280 1160 6000 0207 1144 D822;1614875587574589
E280 1160 6000 0207 1144 9CF2;1614875587578510
5050 1FB3 A6A6 5E8B A6A6 0000;1614875587584139
E280 1160 6000 0207 1144 9CD2;1614875587591157
E280 1160 6000 0207 1144 9CB2;1614875587668283
E280 1160 6000 0207 1144 9CE2;1614875587669779
E280 1160 6000 0207 1144 D802;1614875587670837
E280 1160 6000 0207 1144 9CC2;1614875587701544
E280 1160 6000 0207 1144 9CD2;1614875587709456
ABBA 1234 5700 0000 0000 0002;1614875587714225
5050 1FB3 A6A6 5E8B A6A6 0000;1614875587724121
E280 1160 6000 0207 1144 9CF2;1614875587733337
E280 1160 6000 0207 1144 D822;1614875587749706
E280 1160 6000 0207 1144 9CA2;1614875587827353
E280 1160 6000 0207 1144 D802;1614875587876490
E280 1160 6000 0207 1144 9CB2;1614875587878691
E280 1160 6000 0207 1144 9CE2;1614875587889359
E280 1160 6000 0207 1144 9CF2;1614875587924319
5050 1FB3 A6A6 5E8B A6A6 0000;1614875587930633
ABBA 1234 5700 0000 0000 0002;1614875587934975
E280 1160 6000 0207 1144 9CD2;1614875587941894
E280 1160 6000 0207 1144 9CC2;1614875587945688
E280 1160 6000 0207 1144 D822;1614875587957803
E280 1160 6000 0207 1144 9CB2;1614875588033199
E280 1160 6000 0207 1144 D802;1614875588036264
E280 1160 6000 0207 1144 9CE2;1614875588037380
E280 1160 6000 0207 1144 9CF2;1614875588076308
E280 1160 6000 0207 1144 D822;1614875588082296
E280 1160 6000 0207 1144 9CD2;1614875588086060
ABBA 1234 5700 0000 0000 0002;1614875588093574
E280 1160 6000 0207 1144 9CC2;1614875588096827
5050 1FB3 A6A6 5E8B A6A6 0000;1614875588126254
E280 1160 6000 0207 1144 D802;1614875588218490
E280 1160 6000 0207 1144 9CB2;1614875588219625
E280 1160 6000 0207 1144 9CE2;1614875588222096
E280 1160 6000 0207 1144 9CD2;1614875588263044
E280 1160 6000 0207 1144 D822;1614875588267014
ABBA 1234 5700 0000 0000 0002;1614875588270169
E280 1160 6000 0207 1144 9CC2;1614875588275163
E280 1160 6000 0207 1144 9CF2;1614875588280739
5050 1FB3 A6A6 5E8B A6A6 0000;1614875588301005
E280 1160 6000 0207 1144 9CB2;1614875588371106
E280 1160 6000 0207 1144 9CE2;1614875588374458
E280 1160 6000 0207 1144 D802;1614875588379807
E280 1160 6000 0207 1144 9CA2;1614875588400684
E280 1160 6000 0207 1144 9CC2;1614875588407296
E280 1160 6000 0207 1144 9CA2;1614875588412014
5050 1FB3 A6A6 5E8B A6A6 0000;1614875588435011
E280 1160 6000 0207 1144 D822;1614875588441683
E280 1160 6000 0207 1144 9CD2;1614875588444846
E280 1160 6000 0207 1144 9CF2;1614875588450548
ABBA 1234 5700 0000 0000 0002;1614875588480867
E280 1160 6000 0207 1144 D802;1614875588561891
E280 1160 6000 0207 1144 9CB2;1614875588563592
E280 1160 6000 0207 1144 9CE2;1614875588568586
E280 1160 6000 0207 1144 9CD2;1614875588595766
E280 1160 6000 0207 1144 9CC2;1614875588602847
5050 1FB3 A6A6 5E8B A6A6 0000;1614875588606808
E280 1160 6000 0207 1144 9CF2;1614875588613909
ABBA 1234 5700 0000 0000 0002;1614875588634931
E280 1160 6000 0207 1144 D822;1614875588649551
E280 1160 6000 0207 1144 9CB2;1614875588711521
E280 1160 6000 0207 1144 D802;1614875588713234
E280 1160 6000 0207 1144 9CE2;1614875588727234
E280 1160 6000 0207 1144 9CC2;1614875588730271
E280 1160 6000 0207 1144 9CD2;1614875588747571
5050 1FB3 A6A6 5E8B A6A6 0000;1614875588753168
E280 1160 6000 0207 1144 D822;1614875588758281
ABBA 1234 5700 0000 0000 0002;1614875588762036
E280 1160 6000 0207 1144 9CF2;1614875588765994
E280 1160 6000 0207 1144 D802;1614875588875580
E280 1160 6000 0207 1144 9CB2;1614875588876833
E280 1160 6000 0207 1144 9CE2;1614875588883294
E280 1160 6000 0207 1144 9CA2;1614875588885023
E280 1160 6000 0207 1144 9CA2;1614875588895409
E280 1160 6000 0207 1144 D822;1614875588918406
ABBA 1234 5700 0000 0000 0002;1614875588921647
E280 1160 6000 0207 1144 9CD2;1614875588924840
E280 1160 6000 0207 1144 9CC2;1614875588935409
E280 1160 6000 0207 1144 9CF2;1614875588940437
5050 1FB3 A6A6 5E8B A6A6 0000;1614875588943777
E280 1160 6000 0207 1144 9CA2;1614875589129373
E280 1160 6000 0207 1144 9CB2;1614875589130493
E280 1160 6000 0207 1144 D802;1614875589135237
E280 1160 6000 0207 1144 9CE2;1614875589137507
E280 1160 6000 0207 1144 9CC2;1614875589151395
ABBA 1234 5700 0000 0000 0002;1614875589191767
E280 1160 6000 0207 1144 9CD2;1614875589194937
E280 1160 6000 0207 1144 9CF2;1614875589201555
5050 1FB3 A6A6 5E8B A6A6 0000;1614875589229320
E280 1160 6000 0207 1144 D822;1614875589236472
E280 1160 6000 0207 1144 9CE2;1614875589316656
E280 1160 6000 0207 1144 D802;1614875589321653
E280 1160 6000 0207 1144 9CB2;1614875589323012
E280 1160 6000 0207 1144 9CA2;1614875589324975
E280 1160 6000 0207 1144 9CC2;1614875589362806
E280 1160 6000 0207 1144 9CF2;1614875589373527
E280 1160 6000 0207 1144 9CD2;1614875589377344
5050 1FB3 A6A6 5E8B A6A6 0000;1614875589396765
E280 1160 6000 0207 1144 D822;1614875589403896
ABBA 1234 5700 0000 0000 0002;1614875589414472
E280 1160 6000 0207 1144 9CA2;1614875589467197
E280 1160 6000 0207 1144 D802;1614875589468329
E280 1160 6000 0207 1144 9CB2;1614875589473132
E280 1160 6000 0207 1144 9CE2;1614875589481895
E280 1160 6000 0207 1144 9CC2;1614875589492954
E280 1160 6000 0207 1144 9CD2;1614875589520979
E280 1160 6000 0207 1144 9CF2;1614875589526087
5050 1FB3 A6A6 5E8B A6A6 0000;1614875589529242
ABBA 1234 5700 0000 0000 0002;1614875589545316
E280 1160 6000 0207 1144 D822;1614875589551173
E280 1160 6000 0207 1144 9CB2;1614875589652283
E280 1160 6000 0207 1144 9CE2;1614875589654275
E280 1160 6000 0207 1144 D802;1614875589657969
E280 1160 6000 0207 1144 D822;1614875589687154
E280 1160 6000 0207 1144 9CC2;1614875589697877
ABBA 1234 5700 0000 0000 0002;1614875589701633
E280 1160 6000 0207 1144 9CF2;1614875589711556
E280 1160 6000 0207 1144 9CD2;1614875589715472
5050 1FB3 A6A6 5E8B A6A6 0000;1614875589742431
E280 1160 6000 0207 1144 9CA2;1614875589750720
E280 1160 6000 0207 1144 9CB2;1614875589806591
E280 1160 6000 0207 1144 D802;1614875589810806
E280 1160 6000 0207 1144 9CA2;1614875589812273
E280 1160 6000 0207 1144 9CE2;1614875589815617
5050 1FB3 A6A6 5E8B A6A6 0000;1614875589853569
E280 1160 6000 0207 1144 9CF2;1614875589866592
ABBA 1234 5700 0000 0000 0002;1614875589872353
E280 1160 6000 0207 1144 D822;1614875589877856
E280 1160 6000 0207 1144 9CD2;1614875589881004
E280 1160 6000 0207 1144 9CC2;1614875589884140
E280 1160 6000 0207 1144 9CB2;1614875589991269
E280 1160 6000 0207 1144 D802;1614875589993242
E280 1160 6000 0207 1144 9CE2;1614875589997105
E280 1160 6000 0207 1144 9CF2;1614875590039078
5050 1FB3 A6A6 5E8B A6A6 0000;1614875590047343
E280 1160 6000 0207 1144 9CC2;1614875590051185
E280 1160 6000 0207 1144 9CD2;1614875590065518
E280 1160 6000 0207 1144 D822;1614875590072421
ABBA 1234 5700 0000 0000 0002;1614875590098884
E280 1160 6000 0207 1144 9CB2;1614875590157538
E280 1160 6000 0207 1144 9CC2;1614875590159443
E280 1160 6000 0207 1144 D802;1614875590163916
E280 1160 6000 0207 1144 9CE2;1614875590172127
E280 1160 6000 0207 1144 9CD2;1614875590209123
E280 1160 6000 0207 1144 D822;1614875590215502
E280 1160 6000 0207 1144 9CF2;1614875590222450
5050 1FB3 A6A6 5E8B A6A6 0000;1614875590226841
ABBA 1234 5700 0000 0000 0002;1614875590253716
E280 1160 6000 0207 1144 9CB2;1614875590339441
E280 1160 6000 0207 1144 9CA2;1614875590341141
E280 1160 6000 0207 1144 D802;1614875590345766
E280 1160 6000 0207 1144 9CC2;1614875590382928
E280 1160 6000 0207 1144 9CD2;1614875590389199
5050 1FB3 A6A6 5E8B A6A6 0000;1614875590392389
E280 1160 6000 0207 1144 9CF2;1614875590401140
E280 1160 6000 0207 1144 D822;1614875590404719
ABBA 1234 5700 0000 0000 0002;1614875590428255
E280 1160 6000 0207 1144 9CB2;1614875590489034
E280 1160 6000 0207 1144 D802;1614875590491281
E280 1160 6000 0207 1144 9CA2;1614875590507091
E280 1160 6000 0207 1144 9CE2;1614875590517778
5050 1FB3 A6A6 5E8B A6A6 0000;1614875590523105
E280 1160 6000 0207 1144 9CD2;1614875590526854
